sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,clean_answer,swap_answer,clean_rationale_chars,swap_rationale_chars,clean_final_marker,swap_final_marker,skip_reason,clean_model_clean_rationale_clean_score_norm,clean_model_clean_rationale_clean_score_raw,clean_model_clean_rationale_clean_tokens,clean_model_clean_rationale_swap_score_norm,clean_model_clean_rationale_swap_score_raw,clean_model_clean_rationale_swap_tokens,clean_model_clean_rationale_gold_score_norm,clean_model_clean_rationale_gold_score_raw,clean_model_clean_rationale_gold_tokens,clean_model_clean_rationale_clean_minus_swap_margin_norm,clean_model_clean_rationale_clean_minus_swap_margin_raw,clean_model_swap_rationale_clean_score_norm,clean_model_swap_rationale_clean_score_raw,clean_model_swap_rationale_clean_tokens,clean_model_swap_rationale_swap_score_norm,clean_model_swap_rationale_swap_score_raw,clean_model_swap_rationale_swap_tokens,clean_model_swap_rationale_gold_score_norm,clean_model_swap_rationale_gold_score_raw,clean_model_swap_rationale_gold_tokens,clean_model_swap_rationale_clean_minus_swap_margin_norm,clean_model_swap_rationale_clean_minus_swap_margin_raw,direct_swap_model_clean_rationale_clean_score_norm,direct_swap_model_clean_rationale_clean_score_raw,direct_swap_model_clean_rationale_clean_tokens,direct_swap_model_clean_rationale_swap_score_norm,direct_swap_model_clean_rationale_swap_score_raw,direct_swap_model_clean_rationale_swap_tokens,direct_swap_model_clean_rationale_gold_score_norm,direct_swap_model_clean_rationale_gold_score_raw,direct_swap_model_clean_rationale_gold_tokens,direct_swap_model_clean_rationale_clean_minus_swap_margin_norm,direct_swap_model_clean_rationale_clean_minus_swap_margin_raw,direct_swap_model_swap_rationale_clean_score_norm,direct_swap_model_swap_rationale_clean_score_raw,direct_swap_model_swap_rationale_clean_tokens,direct_swap_model_swap_rationale_swap_score_norm,direct_swap_model_swap_rationale_swap_score_raw,direct_swap_model_swap_rationale_swap_tokens,direct_swap_model_swap_rationale_gold_score_norm,direct_swap_model_swap_rationale_gold_score_raw,direct_swap_model_swap_rationale_gold_tokens,direct_swap_model_swap_rationale_clean_minus_swap_margin_norm,direct_swap_model_swap_rationale_clean_minus_swap_margin_raw,clean_model_rationale_effect_norm,direct_swap_model_rationale_effect_norm,model_effect_clean_rationale_norm,model_effect_swap_rationale_norm,clean_model_rationale_effect_raw,direct_swap_model_rationale_effect_raw,model_effect_clean_rationale_raw,model_effect_swap_rationale_raw
mgsm_0036,True,repaired,False,False,True,False,False,False,75,75.00,75,331,781,The answer is,The answer is,,-0.03792813668648402,-0.2275688201189041,6,-0.06187260150909424,-0.18561780452728271,3,-0.06187260150909424,-0.18561780452728271,3,0.02394446482261022,-0.0419510155916214,-0.1348386307557424,-0.8090317845344543,6,-0.19494434197743735,-0.584833025932312,3,-0.19494434197743735,-0.584833025932312,3,0.060105711221694946,-0.22419875860214233,-0.0419104794661204,-0.2514628767967224,6,-0.06412753462791443,-0.1923826038837433,3,-0.06412753462791443,-0.1923826038837433,3,0.02221705516179403,-0.059080272912979126,-0.071806733806928,-0.430840402841568,6,-0.07949418326218922,-0.2384825497865677,3,-0.07949418326218922,-0.2384825497865677,3,0.0076874494552612305,-0.1923578530550003,0.036161246399084725,-0.014529605706532799,-0.0017274096608161926,-0.052418261766433716,-0.18224774301052094,-0.13327758014202118,-0.017129257321357727,0.03184090554714203
mgsm_0037,True,stable_wrong,False,False,False,True,False,True,2,23,40,353,953,none_found,none_found,,-0.0022091406087080636,-0.006627421826124191,3,-4.985246658325195,-14.955739974975586,3,-0.003273717826232314,-0.006547435652464628,2,4.983037517716487,14.949112553149462,-3.0423142115275064,-9.12694263458252,3,-1.3418636322021484,-4.025590896606445,3,-2.412346124649048,-4.824692249298096,2,-1.700450579325358,-5.101351737976074,-0.006217387194434802,-0.018652161583304405,3,-4.13668155670166,-12.41004467010498,3,-0.009138778783380985,-0.01827755756676197,2,4.130464169507225,12.391392508521676,-2.5468355814615884,-7.640506744384766,3,-0.9365266958872477,-2.809580087661743,3,-2.1322109699249268,-4.2644219398498535,2,-1.6103088855743408,-4.8309266567230225,-6.683488097041845,-5.740773055081566,-0.8525733482092619,0.0901416937510171,-20.050464291125536,-17.2223191652447,-2.5577200446277857,0.27042508125305176
mgsm_0038,True,stable_wrong,False,False,False,True,False,True,10,1.67,2.5,367,287,The answer is,答案是:,,-0.0050149112939834595,-0.025074556469917297,5,-2.96182918548584,-11.84731674194336,4,-3.7730652491251626,-11.319195747375488,3,2.9568142741918564,11.822242185473442,-2.943321418762207,-14.716607093811035,5,-0.0026092552579939365,-0.010437021031975746,4,-4.003055572509766,-12.009166717529297,3,-2.9407121635042133,-14.70617007277906,-0.007292214781045914,-0.03646107390522957,5,-2.6437861919403076,-10.57514476776123,4,-3.346414883931478,-10.039244651794434,3,2.6364939771592617,10.538683693856001,-2.701125717163086,-13.50562858581543,5,-0.008422492071986198,-0.033689968287944794,4,-3.313508669535319,-9.940526008605957,3,-2.6927032250911,-13.471938617527485,-5.89752643769607,-5.329197202250361,-0.3203202970325947,0.24800893841311344,-26.5284122582525,-24.010622311383486,-1.2835584916174412,1.2342314552515745
mgsm_0039,True,broken,False,True,False,False,False,False,18,18,72,292,744,The answer is,Final Answer: The answer is,,-0.013699579983949661,-0.041098739951848984,3,-4.104190826416016,-12.312572479248047,3,-0.013699579983949661,-0.041098739951848984,3,4.090491246432066,12.271473739296198,-3.995652516682943,-11.986957550048828,3,-0.0329067533214887,-0.0987202599644661,3,-3.995652516682943,-11.986957550048828,3,-3.962745763361454,-11.888237290084362,-0.007148405537009239,-0.021445216611027718,3,-3.698187828063965,-11.094563484191895,3,-0.007148405537009239,-0.021445216611027718,3,3.6910394225269556,11.073118267580867,-3.548892339070638,-10.646677017211914,3,-0.010645560920238495,-0.031936682760715485,3,-3.548892339070638,-10.646677017211914,3,-3.5382467781503997,-10.614740334451199,-8.05323700979352,-7.229286200677356,-0.39945182390511036,0.42449898521105434,-24.15971102938056,-21.687858602032065,-1.198355471715331,1.2734969556331635
mgsm_0040,True,stable_wrong,False,False,False,True,False,True,8,12,3,199,813,The answer is,the answer is,,-0.007090299079815547,-0.02127089723944664,3,-3.8036606311798096,-7.607321262359619,2,-4.6239728927612305,-9.247945785522461,2,3.796570332099994,7.5860503651201725,-3.2625036239624023,-9.787510871887207,3,-0.013922386802732944,-0.02784477360546589,2,-5.623297691345215,-11.24659538269043,2,-3.2485812371596694,-9.759666098281741,-0.02808982382218043,-0.08426947146654129,3,-2.8271753787994385,-5.654350757598877,2,-3.4990503787994385,-6.998100757598877,2,2.799085554977258,5.570081286132336,-3.0657424926757812,-9.197227478027344,3,-0.14676812291145325,-0.2935362458229065,2,-5.244424343109131,-10.488848686218262,2,-2.918974369764328,-8.903691232204437,-7.045151569259664,-5.718059924741587,-0.997484777122736,0.3296068673953414,-17.345716463401914,-14.473772518336773,-2.015969078987837,0.8559748660773039
mgsm_0041,True,stable_wrong,False,False,False,True,False,True,200,0,1200,143,865,Final Answer: The answer is,final answer ,,-0.1459842324256897,-0.2919684648513794,2,-0.5716086387634277,-2.8580431938171387,5,-1.519588828086853,-6.078355312347412,4,0.425624406337738,2.5660747289657593,-2.874095916748047,-5.748191833496094,2,-0.20169196128845215,-1.0084598064422607,5,-1.1767312288284302,-4.706924915313721,4,-2.6724039554595946,-4.739732027053833,-0.2521110773086548,-0.5042221546173096,2,-0.4419292449951172,-2.209646224975586,5,-1.2704163789749146,-5.081665515899658,4,0.18981816768646242,1.7054240703582764,-2.829016923904419,-5.658033847808838,2,-0.16768391132354737,-0.8384195566177368,5,-1.0631837844848633,-4.252735137939453,4,-2.6613330125808714,-4.819614291191101,-3.0980283617973328,-2.8511511802673337,-0.2358062386512756,0.011070942878723233,-7.305806756019592,-6.525038361549377,-0.8606506586074829,-0.07988226413726807
mgsm_0042,False,stable_correct,True,False,False,False,False,False,26,26,26,218,1068,The answer is,none_found,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0043,True,stable_wrong,False,False,False,True,False,True,48,200,0,367,343,none_found,Final answer: The answer is,,-1.051290512084961,-4.205162048339844,4,-2.843010187149048,-5.686020374298096,2,-3.2671518325805664,-9.8014554977417,3,1.791719675064087,1.480858325958252,-2.327852249145508,-9.311408996582031,4,-0.0038009737618267536,-0.007601947523653507,2,-4.711758931477864,-14.135276794433594,3,-2.324051275383681,-9.303807049058378,-0.733116090297699,-2.932464361190796,4,-1.90597665309906,-3.81195330619812,2,-2.526599566141764,-7.579798698425293,3,1.172860562801361,0.8794889450073242,-1.7606966495513916,-7.042786598205566,4,-0.011552832089364529,-0.023105664178729057,2,-3.8734664916992188,-11.620399475097656,3,-1.749143817462027,-7.019680934026837,-4.115770950447768,-2.922004380263388,-0.6188591122627258,0.574907457921654,-10.78466537501663,-7.899169879034162,-0.6013693809509277,2.2841261150315404
mgsm_0044,True,broken,False,True,False,False,False,False,20,20,160,242,554,The answer is,the answer is,,-0.033461069067319237,-0.1003832072019577,3,-3.361522912979126,-13.446091651916504,4,-0.033461069067319237,-0.1003832072019577,3,3.3280618439118066,13.345708444714546,-3.3223613103230796,-9.967083930969238,3,-1.6329797506332397,-6.531919002532959,4,-3.3223613103230796,-9.967083930969238,3,-1.6893815596898398,-3.4351649284362793,-0.033131010830402374,-0.09939303249120712,3,-2.777780055999756,-11.111120223999023,4,-0.033131010830402374,-0.09939303249120712,3,2.7446490451693535,11.011727191507816,-3.147327105204264,-9.441981315612793,3,-1.64908766746521,-6.59635066986084,4,-3.147327105204264,-9.441981315612793,3,-1.4982394377390542,-2.845630645751953,-5.017443403601646,-4.242888482908407,-0.5834127987424531,0.19114212195078562,-16.780873373150826,-13.85735783725977,-2.33398125320673,0.5895342826843262
mgsm_0045,True,broken,False,True,False,False,False,False,104,104,132,295,450,The answer is,Final Answer: The answer is,,-0.0015048317145556211,-0.006019326858222485,4,-3.441392660140991,-13.765570640563965,4,-0.0015048317145556211,-0.006019326858222485,4,3.4398878284264356,13.759551313705742,-3.1893763542175293,-12.757505416870117,4,-0.0127097824588418,-0.0508391298353672,4,-3.1893763542175293,-12.757505416870117,4,-3.1766665717586875,-12.70666628703475,-0.002519118832424283,-0.010076475329697132,4,-3.0174639225006104,-12.069855690002441,4,-0.002519118832424283,-0.010076475329697132,4,3.014944803668186,12.059779214672744,-2.900001049041748,-11.600004196166992,4,-0.010145062580704689,-0.040580250322818756,4,-2.900001049041748,-11.600004196166992,4,-2.8898559864610434,-11.559423945844173,-6.616554400185123,-5.904800790129229,-0.4249430247582495,0.28681058529764414,-26.466217600740492,-23.619203160516918,-1.699772099032998,1.1472423411905766
mgsm_0046,True,stable_wrong,False,False,False,True,False,True,163,219,0,406,685,the answer is,The answer is,,-0.006266587879508734,-0.025066351518034935,4,-6.2468461990356445,-12.493692398071289,2,-4.172667503356934,-16.690670013427734,4,6.240579611156136,12.468626046553254,-4.183274745941162,-16.73309898376465,4,-0.005690009333193302,-0.011380018666386604,2,-3.4304473400115967,-13.721789360046387,4,-4.177584736607969,-16.721718965098262,-0.013617248274385929,-0.054468993097543716,4,-5.6129913330078125,-11.225982666015625,2,-3.839730978012085,-15.35892391204834,4,5.599374084733427,11.171513672918081,-3.9674668312072754,-15.869867324829102,4,-0.027194375172257423,-0.05438875034451485,2,-3.2484302520751953,-12.993721008300781,4,-3.940272456035018,-15.815478574484587,-10.418164347764105,-9.539646540768445,-0.6412055264227092,0.23731228057295084,-29.190345011651516,-26.986992247402668,-1.2971123736351728,0.9062403906136751
mgsm_0047,True,stable_wrong,False,False,False,True,False,True,800,4,3,345,370,none_found,none_found,,-1.572717308998108,-3.145434617996216,2,-1.236779808998108,-2.473559617996216,2,-1.2635612487792969,-5.0542449951171875,4,-0.3359375,-0.671875,-2.388777256011963,-4.777554512023926,2,-1.904402256011963,-3.808804512023926,2,-2.6816904544830322,-10.726761817932129,4,-0.484375,-0.96875,-1.5169850587844849,-3.0339701175689697,2,-1.3216725587844849,-2.6433451175689697,2,-1.2698801755905151,-5.0795207023620605,4,-0.1953125,-0.390625,-2.0939345359802246,-4.187869071960449,2,-2.0079970359802246,-4.015994071960449,2,-2.0783841609954834,-8.313536643981934,4,-0.0859375,-0.171875,-0.1484375,0.109375,0.140625,0.3984375,-0.296875,0.21875,0.28125,0.796875
mgsm_0048,False,stable_correct,True,False,False,False,False,False,8,8,8,261,408,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0049,False,stable_correct,True,False,False,False,False,False,30,30,30,225,256,The answer is,the answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0050,True,repaired,False,False,True,False,False,False,294,252,294,951,822,none_found,the answer is,,-1.1581075191497803,-4.632430076599121,4,-1.7585774660110474,-7.0343098640441895,4,-1.7585774660110474,-7.0343098640441895,4,0.6004699468612671,2.4018797874450684,-3.134549856185913,-12.538199424743652,4,-0.19826386868953705,-0.7930554747581482,4,-0.19826386868953705,-0.7930554747581482,4,-2.936285987496376,-11.745143949985504,-1.0402586460113525,-4.16103458404541,4,-1.6293973922729492,-6.517589569091797,4,-1.6293973922729492,-6.517589569091797,4,0.5891387462615967,2.3565549850463867,-2.7615675926208496,-11.046270370483398,4,-0.1289874166250229,-0.5159496665000916,4,-0.1289874166250229,-0.5159496665000916,4,-2.6325801759958267,-10.530320703983307,-3.536755934357643,-3.2217189222574234,-0.01133120059967041,0.3037058115005493,-14.147023737430573,-12.886875689029694,-0.04532480239868164,1.2148232460021973
mgsm_0051,False,stable_correct,True,False,False,False,False,False,5,5,5,180,429,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0052,True,repaired,False,False,True,False,False,False,15,1,15,378,875,none_found,"Final Answer:
The answer is",,-0.6946257948875427,-1.3892515897750854,2,-0.8658091227213541,-2.5974273681640625,3,-0.8658091227213541,-2.5974273681640625,3,0.1711833278338114,1.208175778388977,-0.02845694124698639,-0.05691388249397278,2,-0.018989970286687214,-0.056969910860061646,3,-0.018989970286687214,-0.056969910860061646,3,-0.009466970960299175,5.602836608886719e-05,-0.7096751928329468,-1.4193503856658936,2,-0.9319756825764974,-2.795927047729492,3,-0.9319756825764974,-2.795927047729492,3,0.22230048974355066,1.3765766620635986,-0.01521616242825985,-0.0304323248565197,2,-0.010237237438559532,-0.030711712315678596,3,-0.010237237438559532,-0.030711712315678596,3,-0.004978924989700317,0.0002793874591588974,-0.18065029879411057,-0.22727941473325097,0.05111716190973925,0.004488045970598858,-1.2081197500228882,-1.3762972746044397,0.16840088367462158,0.0002233590930700302
mgsm_0053,True,broken,False,True,False,False,False,False,40,40,160,374,530,none_found,Final Answer: The answer is,,-0.0028695144380132356,-0.008608543314039707,3,-2.7250053882598877,-10.90002155303955,4,-0.0028695144380132356,-0.008608543314039707,3,2.7221358738218746,10.891413009725511,-1.6165951093037922,-4.849785327911377,3,-1.2407560348510742,-4.963024139404297,4,-1.6165951093037922,-4.849785327911377,3,-0.375839074452718,0.11323881149291992,-0.005386178071300189,-0.016158534213900566,3,-2.2695305347442627,-9.07812213897705,4,-0.005386178071300189,-0.016158534213900566,3,2.2641443566729627,9.06196360476315,-2.005033493041992,-6.015100479125977,3,-1.3900171518325806,-5.560068607330322,4,-2.005033493041992,-6.015100479125977,3,-0.6150163412094116,-0.4550318717956543,-3.097974948274593,-2.8791606978823743,-0.45799151714891195,-0.2391772667566936,-10.778174198232591,-9.516995476558805,-1.8294494049623609,-0.5682706832885742
mgsm_0054,False,stable_wrong,False,False,False,True,True,False,40,33,33,199,201,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0055,False,stable_correct,True,False,False,False,False,False,14,14,14,152,361,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0056,False,stable_correct,True,False,False,False,False,False,3,3,3,161,486,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0057,True,repaired,False,False,True,False,False,False,83,82,83,254,675,The answer is,the answer is,,-0.0027066109081109366,-0.00811983272433281,3,-3.6433318456014,-10.9299955368042,3,-3.6433318456014,-10.9299955368042,3,3.640625234693289,10.921875704079866,-3.665196100870768,-10.995588302612305,3,-0.0037376529847582183,-0.011212958954274654,3,-0.0037376529847582183,-0.011212958954274654,3,-3.6614584478860097,-10.98437534365803,-0.0037731043994426727,-0.011319313198328018,3,-3.149606386820475,-9.448819160461426,3,-3.149606386820475,-9.448819160461426,3,3.1458332824210324,9.437499847263098,-3.3389387130737305,-10.016816139221191,3,-0.0108135553697745,-0.0324406661093235,3,-0.0108135553697745,-0.0324406661093235,3,-3.328125157703956,-9.984375473111868,-7.3020836825792985,-6.4739584401249886,-0.49479195227225636,0.3333332901820536,-21.906251047737896,-19.421875320374966,-1.4843758568167686,0.9999998705461621
mgsm_0058,False,stable_wrong,False,False,False,True,True,False,57,57.00,57.00,237,182,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0059,False,stable_correct,True,False,False,False,False,False,187,187,187,437,510,The answer is,final answer,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0060,True,broken,False,True,False,False,False,False,17,17,2,183,841,The answer is,none_found,,-0.004184224642813206,-0.012552673928439617,3,-5.357817649841309,-10.715635299682617,2,-0.004184224642813206,-0.012552673928439617,3,5.353633425198495,10.703082625754178,-1.2937947114308674,-3.8813841342926025,3,-0.34822383522987366,-0.6964476704597473,2,-1.2937947114308674,-3.8813841342926025,3,-0.9455708762009938,-3.1849364638328552,-0.003392136966188749,-0.010176410898566246,3,-4.270498752593994,-8.540997505187988,2,-0.003392136966188749,-0.010176410898566246,3,4.267106615627806,8.530821094289422,-0.9743637243906657,-2.923091173171997,3,-0.41515859961509705,-0.8303171992301941,2,-0.9743637243906657,-2.923091173171997,3,-0.5592051247755686,-2.092773973941803,-6.299204301399489,-4.826311740403375,-1.0865268095706897,0.3863657514254252,-13.888019089587033,-10.623595068231225,-2.1722615314647555,1.0921624898910522
mgsm_0061,False,stable_correct,True,False,False,False,False,False,1430,1430,1430,170,145,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0062,True,stable_wrong,False,False,False,True,False,True,25000,1904761.90,20,337,745,none_found,none_found,,-0.23962697115811435,-2.635896682739258,11,-2.2874062856038413,-6.862218856811523,3,-1.9454973538716633,-11.67298412322998,6,2.047779314445727,4.226322174072266,-2.776411229913885,-30.540523529052734,11,-1.449398676554362,-4.348196029663086,3,-1.0443139870961506,-6.265883922576904,6,-1.3270125533595227,-26.19232749938965,-0.18106709827076306,-1.9917380809783936,11,-1.8046204249064128,-5.413861274719238,3,-1.6430120468139648,-9.858072280883789,6,1.6235533266356499,3.4221231937408447,-2.5309195085005327,-27.84011459350586,11,-1.0823473930358887,-3.247042179107666,3,-0.6967809200286865,-4.180685520172119,6,-1.448572115464644,-24.593072414398193,-3.37479186780525,-3.072125442100294,-0.42422598781007714,-0.12155956210512131,-30.418649673461914,-28.015195608139038,-0.8041989803314209,1.599255084991455
mgsm_0063,True,stable_wrong,False,False,False,True,False,True,1596,140,133,203,713,The answer is,the answer is,,-0.002944809850305319,-0.011779239401221275,4,-2.6728272438049316,-10.691308975219727,4,-4.308651733398437,-21.543258666992188,5,2.6698824339546263,10.679529735818505,-2.531012773513794,-10.124051094055176,4,-0.05781787633895874,-0.23127150535583496,4,-4.645608520507812,-23.228042602539062,5,-2.473194897174835,-9.89277958869934,-0.0036420251708477736,-0.014568100683391094,4,-2.3795645236968994,-9.518258094787598,4,-4.015319442749023,-20.076597213745117,5,2.3759224985260516,9.503689994104207,-2.3156704902648926,-9.26268196105957,4,-0.04197350889444351,-0.16789403557777405,4,-4.265708160400391,-21.328540802001953,5,-2.273696981370449,-9.094787925481796,-5.1430773311294615,-4.649619479896501,-0.2939599354285747,0.19949791580438614,-20.572309324517846,-18.598477919586003,-1.1758397417142987,0.7979916632175446
mgsm_0064,True,stable_wrong,False,False,False,True,False,True,300,0.46,480,330,761,none_found,Final Answer: The answer is,,-0.6136919498443604,-3.0684597492218018,5,-1.7796285152435303,-7.118514060974121,4,-1.9400618076324463,-7.760247230529785,4,1.16593656539917,4.050054311752319,-4.150471878051758,-20.75235939025879,5,-0.01050274632871151,-0.04201098531484604,4,-2.7668607234954834,-11.067442893981934,4,-4.1399691317230465,-20.710348404943943,-0.5510268688201905,-2.755134344100952,5,-1.6264739036560059,-6.505895614624023,4,-1.7070367336273193,-6.828146934509277,4,1.0754470348358154,3.7507612705230713,-3.765270233154297,-18.826351165771484,5,-0.021189764142036438,-0.08475905656814575,4,-2.4703431129455566,-9.881372451782227,4,-3.7440804690122604,-18.74159210920334,-5.305905697122217,-4.819527503848076,-0.09048953056335463,0.39588866271078604,-24.760402716696262,-22.49235337972641,-0.29929304122924805,1.9687562957406044
mgsm_0065,True,stable_wrong,False,False,False,True,False,True,36,12,84,438,730,the answer is,Final Answer: The answer is,,-0.008808187519510588,-0.02642456255853176,3,-4.924166043599446,-14.77249813079834,3,-3.502880414326986,-10.508641242980957,3,4.915357856079936,14.746073568239808,-3.732489267985026,-11.197467803955078,3,-0.02074407786130905,-0.062232233583927155,3,-4.191761652628581,-12.575284957885742,3,-3.711745190123717,-11.135235570371151,-0.029740380744139355,-0.08922114223241806,3,-4.482412974039714,-13.44723892211914,3,-3.1355692545572915,-9.406707763671875,3,4.452672593295574,13.358017779886723,-3.307891845703125,-9.923675537109375,3,-0.01987418904900551,-0.059622567147016525,3,-3.754072825113932,-11.262218475341797,3,-3.2880176566541195,-9.864052969962358,-8.627103046203652,-7.740690249949694,-0.46268526278436184,0.42372753346959735,-25.88130913861096,-23.22207074984908,-1.3880557883530855,1.2711826004087925
mgsm_0066,True,stable_wrong,False,False,False,True,False,True,48,44,28,183,268,The answer is,The answer is,,-0.0029940403377016387,-0.008982121013104916,3,-4.481839497884114,-13.445518493652344,3,-4.43007755279541,-13.29023265838623,3,4.478845457546413,13.436536372639239,-4.973422050476074,-14.920266151428223,3,-0.0023499305049578347,-0.007049791514873505,3,-4.541130383809407,-13.623391151428223,3,-4.971072119971116,-14.91321635991335,-0.0030369358137249947,-0.009110807441174984,3,-3.8225440979003906,-11.467632293701172,3,-3.8988704681396484,-11.696611404418945,3,3.8195071620866656,11.458521486259997,-4.322839736938477,-12.96851921081543,3,-0.0030043907463550568,-0.00901317223906517,3,-3.973881403605143,-11.92164421081543,3,-4.3198353461921215,-12.959506038576365,-9.449917577517528,-8.139342508278787,-0.6593382954597473,0.6512367737789946,-28.349752732552588,-24.41802752483636,-1.978014886379242,1.9537103213369846
mgsm_0067,True,repaired,False,False,True,False,False,False,595,1225,595,257,751,The answer is,none_found,,-0.002379603125154972,-0.01189801562577486,5,-4.383700370788574,-17.534801483154297,4,-4.383700370788574,-17.534801483154297,4,4.38132076766342,17.522903467528522,-3.801868438720703,-19.009342193603516,5,-0.0059532118029892445,-0.023812847211956978,4,-0.0059532118029892445,-0.023812847211956978,4,-3.795915226917714,-18.98552934639156,-0.0023347826674580572,-0.011673913337290287,5,-3.7653045654296875,-15.06121826171875,4,-3.7653045654296875,-15.06121826171875,4,3.7629697827622293,15.04954434838146,-3.3292495727539064,-16.64624786376953,5,-0.010637999512255192,-0.04255199804902077,4,-0.010637999512255192,-0.04255199804902077,4,-3.3186115732416512,-16.60369586572051,-8.177235994581133,-7.0815813560038805,-0.6183509849011903,0.47730365367606264,-36.50843281392008,-31.65324021410197,-2.4733591191470623,2.381833480671048
mgsm_0068,False,stable_correct,True,False,False,False,False,False,36,36,36,239,223,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0069,True,broken,False,True,False,False,False,False,60,60,140,121,678,The answer is,the answer is,,-0.002263832992563645,-0.006791498977690935,3,-3.5290799140930176,-14.11631965637207,4,-0.002263832992563645,-0.006791498977690935,3,3.526816081100454,14.10952815739438,-4.455297152201335,-13.365891456604004,3,-0.05559028312563896,-0.22236113250255585,4,-4.455297152201335,-13.365891456604004,3,-4.399706869075696,-13.143530324101448,-0.0029558545599381128,-0.008867563679814339,3,-2.817373752593994,-11.269495010375977,4,-0.0029558545599381128,-0.008867563679814339,3,2.814417898034056,11.260627446696162,-4.011587460835774,-12.034762382507324,3,-0.07569684833288193,-0.3027873933315277,4,-4.011587460835774,-12.034762382507324,3,-3.9358906125028925,-11.731974989175797,-7.92652295017615,-6.750308510536948,-0.7123981830663979,0.46381625657280345,-27.253058481495827,-22.99260243587196,-2.848900710698217,1.4115553349256516
mgsm_0070,True,stable_wrong,False,False,False,True,False,True,7425,1,9675,378,246,none_found,最终答案:,,-0.851887583732605,-1.70377516746521,2,-1.886348342895508,-9.431741714477539,5,-1.5595218658447265,-7.797609329223633,5,1.034460759162903,7.727966547012329,-4.303432941436768,-8.606865882873535,2,-0.003293430432677269,-0.016467152163386345,5,-2.9282434463500975,-14.641217231750488,5,-4.30013951100409,-8.590398730710149,-0.6223585605621338,-1.2447171211242676,2,-1.7697906494140625,-8.848953247070312,5,-1.532917594909668,-7.66458797454834,5,1.1474320888519287,7.604236125946045,-3.266932249069214,-6.533864498138428,2,-0.004480765759944915,-0.02240382879972458,5,-2.5077499389648437,-12.538749694824219,5,-3.262451483309269,-6.511460669338703,-5.334600270166993,-4.409883572161197,0.11297132968902579,1.0376880276948213,-16.318365277722478,-14.115696795284748,-0.12373042106628418,2.0789380613714457
mgsm_0071,False,stable_correct,True,False,False,False,False,False,60,60,60,176,514,答案是:,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0072,False,stable_correct,True,False,False,False,False,False,221,221,221,230,242,the answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0073,True,stable_wrong,False,False,False,True,False,True,255,1,260,333,606,The answer is,Final Answer: The answer is,,-3.1594934463500977,-6.318986892700195,2,-2.812185525894165,-11.24874210357666,4,-1.409174919128418,-5.636699676513672,4,-0.3473079204559326,4.929755210876465,-4.11075496673584,-8.22150993347168,2,-0.11865361779928207,-0.4746144711971283,4,-2.7384836673736572,-10.953934669494629,4,-3.9921013489365578,-7.746895462274551,-2.286600351333618,-4.573200702667236,2,-2.188478708267212,-8.753914833068848,4,-0.8697406053543091,-3.4789624214172363,4,-0.09812164306640625,4.180714130401611,-3.6285102367401123,-7.257020473480225,2,-0.12494020909070969,-0.49976083636283875,4,-2.596348524093628,-10.385394096374512,4,-3.5035700276494026,-6.757259637117386,-3.644793428480625,-3.4054483845829964,0.24918627738952637,0.48853132128715515,-12.676650673151016,-10.937973767518997,-0.7490410804748535,0.9896358251571655
